"","id","member_id","loan_amnt","funded_amnt","term_mnths","int_per","installment","grade","sub_grade","emp_title","emp_yrs","home_ownership","annual_inc","verification_status","issue_d","loan_status","desc","purpose","title","addr_state","dti","open_acc","revol_bal","revol_util_per","total_acc","total_pymnt","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","last_payment_due","issue_date","lpd_yr","iss_yr","paid_mths","unpaid_mths","future_value","credit_loss"
"9443",845275,1056453,8025,8025,36,13.49,272,"C","C2","clear channel radio","10+","mortgage",55000,"source verified","Aug-11","Charged Off","  Borrower added on 08/11/11 > I have worked for 2 very good companies for over 15 years now.  I've been a responsible saver into a 401k and have a pension through my union to look forward to when I retire. But, when my daughter moved away from home and no longer paid rent, I was temporarily knocked off balance financially. I've recovered now but I had been  slowly charging up my credit cards. Unfortunately, the interest rates on those cards are very high. This loan will pay off 3 of the worst cards and knock my interest rate down by 10%! Thank you very much for your interest.<br/>null","debt_consolidation","debt consolidation","CA",20.44,10,12703,83.6,18,7352,5694,1658,0,0,0,"Jan-14",39,2014-01-01,2011-08-01,"2014","2011",29,7,2331,2436
"9454",846396,1057787,12000,12000,36,5.99,365,"A","A2","sra international ","3","mortgage",36000,"source verified","Aug-11","Charged Off","  Borrower added on 08/19/11 > I have good credit would love to have one bill and this will allow me to do so<br/>","debt_consolidation","debt consolidation loan","MD",12.73,6,6277,30.5,24,9685,8465,1202,18,0,0,"Apr-14",853,2014-04-01,2011-08-01,"2014","2011",32,4,3535,3580
"9467",848794,1060448,8000,8000,36,15.62,280,"D","D1","bellagio","10+","mortgage",40000,"verified","Aug-11","Charged Off","  Borrower added on 08/11/11 > I have been gainfully employed with the same company for 13+ years in a very stable job. I would like to consolidate my two largest debts:<br/>Wells Fargo $5800 at 19% and Mastercard $1800 at 25.9%. With this consolidation I will be able to save $100/month. Thank you for your time and consideration.<br/> Borrower added on 08/11/11 > Hello I have been employed at the same company in a stable position for over 13 years. My intention with this loan will be to pay off my two largest debts. Wells Fargo 5800 - 20% and Master Card 1800 - 26% fora total savings of 100/mo. Thank you for your time and consideration.<br/>","debt_consolidation","debt consolidation loan","NV",15.87,9,5254,90.6,15,3077,2056,1011,0,10,0,"Aug-12",280,2012-08-01,2011-08-01,"2012","2011",12,24,5944,6950
"9469",848702,1060344,15000,15000,36,11.49,495,"B","B4","penske automotive group - bmw of sd","8","mortgage",120000,"verified","Aug-11","Charged Off","  Borrower added on 08/11/11 > Trying to pay off all the credit cards in the shortest amount of time possible to get out of their high interest debt trap. I pay all my bills on time and have a steady good paying job.<br/>null","credit_card","pay off the plastic for good","CA",9.69,10,7796,32.2,27,13898,9828,2534,0,1535,251,"Oct-13",40,2013-10-01,2011-08-01,"2013","2011",26,10,5172,3915
"9472",848658,1060292,30000,30000,60,20.25,799,"F","F1","illinois army national guard","10+","mortgage",78000,"source verified","Aug-11","Charged Off","  Borrower added on 08/12/11 > A considerable amount of debt was incurred by an individual while I was deployed and I am trying to consolidate that debt so I can better take care of my family. That individual is no longer in the household, but I would like to recover from the debt.<br/>null","debt_consolidation","consolidation","IL",16.32,10,15025,71.9,34,11186,4574,6598,0,13,0,"Oct-12",799,2012-10-01,2011-08-01,"2012","2011",14,46,25426,36741
"9479",847900,1059447,4000,4000,36,11.49,132,"B","B4","jaguar labor contracting inc","10+","rent",18000,"verified","Aug-11","Charged Off","","debt_consolidation","debt consolidation loan","CA",21.6,3,487,24.3,3,4484,3726,741,0,17,0,"Jun-14",132,2014-06-01,2011-08-01,"2014","2011",34,2,274,261
"9483",848509,1060121,2500,2500,36,15.62,87,"D","D1","tyson","3","rent",39000,"not verified","Aug-11","Charged Off","  Borrower added on 08/10/11 > We had some unexpected medical bills and we want to pay off some old debt.  I have a very stable job with a huge company.  My monthly income is more than sufficent for paying back this loan.  <br/>Thank You.<br/>","debt_consolidation","debt conslidation","MO",22.92,9,3692,87.9,13,1398,937,371,0,90,1,"Oct-12",87,2012-10-01,2011-08-01,"2012","2011",14,22,1563,1714
"9486",848386,1059988,5000,5000,60,10.99,109,"B","B3","power design inc","5","mortgage",45000,"source verified","Aug-11","Charged Off","","car","pickup","FL",16.24,9,8652,39.7,18,325,190,135,0,0,0,"Nov-11",109,2011-11-01,2011-08-01,"2011","2011",3,57,4810,6213
"9493",848406,1060010,30000,30000,60,19.69,790,"E","E5","gervais school district","10+","mortgage",117000,"verified","Aug-11","Charged Off","  Borrower added on 08/18/11 > I have a very stable job as an administrator in the education field and I want to assure any investor that I am a safe investment.  I appreciate your support.<br/>","debt_consolidation","debt consolidation loan","OR",19.9,15,23792,72.4,62,27811,12355,12914,0,2542,25,"Jun-14",69,2014-06-01,2011-08-01,"2014","2011",34,26,17645,19272
"9494",848389,1059994,4000,4000,36,17.49,144,"D","D5","caddo parish school district","1","mortgage",49000,"source verified","Aug-11","Charged Off","  Borrower added on 08/11/11 > Trying to pay off 2 high interest credit cards used during family emergency<br/>","debt_consolidation","debt consolidation","LA",11.46,15,4192,95.3,30,1537,907,522,0,108,1,"Jun-12",144,2012-06-01,2011-08-01,"2012","2011",10,26,3093,3636
"9495",848273,1059862,15000,15000,36,13.99,513,"C","C3","winkelmann realty","2","mortgage",48000,"source verified","Aug-11","Charged Off","  Borrower added on 08/10/11 > I have approx. $15K in credit debt that I would like paid off due to high interest rates and expiring promotion periods. I have been in the real estate industry since October of 2003. I'm currently employed by a brokerage who is thriving in the current market, specializing in corporate relocation &amp; lender owned properties. &nbsp;I'm looking for a loan without a pre-payment penalty since I may pay off my debt early. Thank you for your consideration.<br/>","credit_card","lending club cc refinance","CA",12.05,14,17160,47,19,4094,2810,1284,0,0,0,"Apr-12",513,2012-04-01,2011-08-01,"2012","2011",8,28,12190,14364
"9500",848303,1059893,2500,2500,36,11.49,82,"B","B4","department of motor vehicles","10+","rent",66072,"not verified","Aug-11","Charged Off","","other","freedom11","CA",7.68,6,13860,93,9,329,237,92,0,0,0,"Dec-11",82,2011-12-01,2011-08-01,"2011","2011",4,32,2263,2624
"9513",847836,1059380,11200,11200,36,13.99,383,"C","C3","24 hour fitness","7","rent",105000,"not verified","Aug-11","Charged Off","  Borrower added on 08/10/11 > This loan is to pay the negative equity in a jeep grand cherokee. I will be selling the vehichle to carmax, use this loan to pay the diffence on the existing loan and go to having just one car.<br/> Borrower added on 08/11/11 > I have worked at the same company for 7 years. <br/>This loan will lower my monthly minimum debt payments by ~$400.00 allowing me to put that money towards higher interest debt.<br/>","car","jeep srt-8 pay off loan","AZ",13.5,10,19368,74.8,29,8037,5949,2072,0,15,0,"May-13",383,2013-05-01,2011-08-01,"2013","2011",21,15,5251,5745
"9521",847866,1059410,21000,21000,60,19.29,548,"E","E4","the conifer group","9","rent",150000,"verified","Aug-11","Charged Off","  Borrower added on 08/15/11 > I started acquiring debt at the beginning of the financial crisis when I had some unexpected health and living expenses.  My income had always gone up year over year so I thought I would easily pay it off.  Turns out that my income didn't go up and I need to overhaul my finances and consolidate my debt so I can pay off my credit cards and reduce stress of paying multiple creidtors.  <br/><br/>I am a great loan candidate.  I have a stable job where I have been for over 9 years in an industry where my services are in demand.  I have always paid my bills on time and am a strong believer in paying what you owe.  My credit is great in ever way (for example: long history of paying creditors on time, long standing bank accounts and revolving credit accounts, paid off all student loans, low interest secured loan etc) except the fact that I am carrying more debt than I should.  This loan will help me re-structure my finances so I can get back on track.<br/><br/>Thanks for your help.  You will make a good return on me :)<br/> Borrower added on 08/17/11 > I have never missed a payment on any of my debt obligations.<br/> Borrower added on 08/18/11 > I am a worthy borrower because:<br/><br/>I have always paid off my debts<br/>I have a very stable job at a privately-held firm<br/>","debt_consolidation","raising the debt ceiling","CA",14,9,21628,90.5,20,21300,10144,9561,0,1596,16,"Sep-14",548,2014-09-01,2011-08-01,"2014","2011",37,23,10856,11468
"9529",847789,1059333,8400,8400,36,7.49,261,"A","A4","southern illinois university","3","rent",58576,"not verified","Aug-11","Charged Off","  Borrower added on 08/11/11 > Funds are targeted to expand operations of a outdoor website focusing on bird-hunting in North America.  American bird hunters are a viable niche audience presently underserved with print and online entertainment options.  Revenue would come from advertisers offering goods and services, as well as readers looking to publish stories and place ads themselves.<br/>","small_business","small business loan","MN",15.32,4,17097,68.4,29,3462,2588,540,0,334,3,"Aug-12",261,2012-08-01,2011-08-01,"2012","2011",12,24,5812,5954
"9531",847773,1059311,5100,5100,60,21.36,139,"F","F4","cb commercial","1","rent",54000,"source verified","Aug-11","Charged Off","","house","house loan","CA",10.09,8,2518,39.3,20,5893,2769,2782,0,341,61,"Dec-14",139,2014-12-01,2011-08-01,"2014","2011",40,20,2331,2459
"9536",847715,1043713,14000,14000,60,20.62,376,"F","F2","cape cod hospital","10+","own",41000,"source verified","Aug-11","Charged Off","  Borrower added on 08/17/11 > my credit card debt is 23,000 most of my interest rates are 22 percent due to being store credit cards and by cutting this debt in half would save me so much money in interest alone.<br/>null","debt_consolidation","savings","MA",8.22,6,9187,91,12,11066,4590,5543,0,933,162,"Dec-13",376,2013-12-01,2011-08-01,"2013","2011",28,32,9410,11387
"9540",847623,1059142,30000,30000,60,20.25,799,"F","F1","imclone systems","7","mortgage",60000,"verified","Aug-11","Charged Off","  Borrower added on 08/10/11 > want to consolidate topay off credit card debt, personal loan<br/>","debt_consolidation","debt consolidation","NJ",18.42,10,14622,36.8,30,7988,3156,4823,0,9,0,"Jul-12",799,2012-07-01,2011-08-01,"2012","2011",11,49,26844,39681
"9543",847552,1059058,1200,1200,36,19.29,44,"E","E4","audio links","2","rent",34560,"not verified","Aug-11","Charged Off","","other","personal loan","NV",8.65,3,11238,99.5,9,97,25,19,0,53,0,"Sep-11",44,2011-09-01,2011-08-01,"2011","2011",1,35,1175,1487
"9552",847427,1058914,13225,13225,60,19.69,348,"E","E5","missing","10+","mortgage",40000,"verified","Aug-11","Charged Off","  Borrower added on 08/18/11 > paying off higher int rate debt first, then next debt, then next debt all based on higher int rate<br/>null","debt_consolidation","personal","CA",24.33,11,30003,90.4,28,5089,813,1267,17,2991,538,"Feb-12",714,2012-02-01,2011-08-01,"2012","2011",6,54,12412,15801
"9555",847272,1058741,16800,16800,60,16.89,417,"D","D4","richmond police department","5","mortgage",52000,"not verified","Aug-11","Charged Off","  Borrower added on 08/11/11 > Consolitate 2 major credit cards into 1 lower payment.<br/> Borrower added on 08/11/11 > I have a very stable job that i have been working at for over 5 years. I intend to have my loan payments deducted from my account to ensure proper repayment.<br/>","debt_consolidation","credit card consolidation","VA",10.85,8,12819,66.8,10,2914,1307,1591,0,16,0,"Mar-12",417,2012-03-01,2011-08-01,"2012","2011",7,53,15493,22085
"9558",847317,1058790,22000,22000,60,13.49,506,"C","C2","interstate distributor company","3","mortgage",45000,"verified","Aug-11","Charged Off","","house","house loan","TX",7.97,4,13093,91.6,34,8097,4502,3583,0,12,0,"Dec-12",506,2012-12-01,2011-08-01,"2012","2011",16,44,17498,22252
"9561",847205,1058666,20000,20000,60,13.99,465,"C","C3","bank of america","3","rent",36000,"verified","Aug-11","Charged Off","  Borrower added on 08/11/11 > The request amount should be $20,000 not less than that.<br/>","other","personal loan","KY",12.9,6,2312,19.3,10,6971,3776,3195,0,0,0,"Nov-12",465,2012-11-01,2011-08-01,"2012","2011",15,45,16224,20925
"9568",846511,1057909,5100,5100,60,15.99,124,"D","D2","maquet cardiovascular","4","rent",67656,"source verified","Aug-11","Charged Off","","home_improvement","home improvement","NJ",12.26,11,14,0.2,16,1859,785,817,0,257,2,"Sep-12",124,2012-09-01,2011-08-01,"2012","2011",13,47,4315,5571
"9575",845927,1057232,30000,30000,60,18.39,768,"E","E2","harford county maryland government","10+","mortgage",75000,"verified","Aug-11","Charged Off","","debt_consolidation","terrapin station","MD",10.53,6,14346,92.6,31,23049,5157,6364,0,11529,949,"Nov-12",768,2012-11-01,2011-08-01,"2012","2011",15,45,24843,23031
"9576",846913,1058348,18000,18000,60,17.99,457,"E","E1","contemp. nursing services and union hosp","5","rent",96000,"verified","Aug-11","Charged Off","  Borrower added on 08/10/11 > Looking to pay off high interest credit card through this loan. I consistently pay my bills on time and have stable employment in Health Care. Thanks so much to those of you that offer your assistance!<br/>null Borrower added on 08/14/11 > PLEASE CHECK MY HISTORY... I HAVE NEVER MISSED A PAYMENT. The nursing field is always in demand so I definitely have job security in this unstable economy.  If you invest in me, you will definitely be returned your investment PLUS interest!  Thanks for your consideration!<br/> Borrower added on 08/15/11 > PLEASE CHECK MY HISTORY... I HAVE NEVER MISSED A PAYMENT.   The nursing field is always in demand so I definitely have job security.  If you invest in me it is a sure profit because it WILL be repaid.   I take my responsibilities seriously and I appreciate the opportunity this will give me.  Hopefully one day I can invest in someone else as you have done for me, thanks again!<br/>","debt_consolidation","credit card debt consolidation","MD",21.16,19,43566,71.3,36,1178,376,802,0,0,0,"Jan-12",268,2012-01-01,2011-08-01,"2012","2011",5,55,17624,26015
"9587",846710,1058128,8000,8000,60,15.99,195,"D","D2","wallace appraisal service","9","rent",54000,"source verified","Aug-11","Charged Off","","debt_consolidation","debt consolidation loan","MD",6.76,5,14907,93.4,13,1353,636,716,0,0,0,"Mar-12",195,2012-03-01,2011-08-01,"2012","2011",7,53,7364,10335
"9599",846484,1057880,8400,8400,36,15.99,295,"D","D2","naval undersea warfare center","10+","mortgage",120000,"source verified","Aug-11","Charged Off","  Borrower added on 08/09/11 > This loan will be used to consolidate my student loan and three credit cards. My student loan is about 3.5k and the combined credit card debt is about 4k.  The hope is that by paying down the credit cards and the student loan my credit score will increase and the possibility of missing a payment (delinquency) will be reduced. The net effect is that this loan will reduce the risk of any future credit unworthiness.<br/> Borrower added on 08/12/11 > One other note. The combined interest rate is actually higher than the interest on this loan.<br/>","debt_consolidation","debt consolidation","RI",5.06,7,3141,97.2,19,5019,3456,1540,0,24,0,"Jan-13",295,2013-01-01,2011-08-01,"2013","2011",17,19,4944,5600
